Zeit (in s); x (in cm) ; y (in cm); vx (in cm/s) ; vy (in cm/s)
1.778E1; 1.391E0; 5.222E-2; 7.077E0; -1.573E-1
1.781E1; 1.600E0; 5.168E-2; 6.262E0; -1.627E-2
1.785E1; 1.785E0; 5.109E-2; 5.554E0; -1.768E-2
1.788E1; 1.946E0; 5.695E-2; 4.837E0; 1.758E-1
1.791E1; 2.054E0; 4.562E-2; 3.241E0; -3.400E-1
1.795E1; 2.138E0; 4.527E-2; 2.507E0; -1.023E-2
1.798E1; 2.175E0; 4.658E-2; 1.127E0; 3.915E-2
1.801E1; 2.174E0; 4.663E-2; -2.271E-2; 1.623E-3
1.805E1; 2.128E0; 4.804E-2; -1.317E0; 4.009E-2
1.808E1; 2.052E0; 4.754E-2; -2.283E0; -1.501E-2
1.812E1; 1.932E0; 5.058E-2; -3.602E0; 9.121E-2
1.815E1; 1.778E0; 5.541E-2; -4.628E0; 1.450E-1
1.818E1; 1.598E0; 5.339E-2; -5.397E0; -6.058E-2
1.822E1; 1.395E0; 6.096E-2; -6.093E0; 2.271E-1
1.825E1; 1.162E0; 6.060E-2; -6.993E0; -1.092E-2
1.828E1; 9.138E-1; 6.640E-2; -7.439E0; 1.740E-1
1.832E1; 6.385E-1; 6.887E-2; -8.256E0; 7.435E-2
1.835E1; 3.596E-1; 6.782E-2; -8.369E0; -3.173E-2
1.838E1; 7.272E-2; 7.190E-2; -8.606E0; 1.224E-1
1.842E1; -2.203E-1; 7.692E-2; -8.790E0; 1.507E-1
1.845E1; -5.113E-1; 7.320E-2; -8.731E0; -1.117E-1
1.848E1; -7.932E-1; 8.394E-2; -8.456E0; 3.223E-1
1.852E1; -1.064E0; 8.508E-2; -8.129E0; 3.427E-2
1.855E1; -1.320E0; 9.222E-2; -7.676E0; 2.140E-1
1.858E1; -1.560E0; 1.019E-1; -7.213E0; 2.895E-1
1.862E1; -1.774E0; 1.030E-1; -6.393E0; 3.273E-2
1.865E1; -1.957E0; 9.865E-2; -5.503E0; -1.294E-1
1.868E1; -2.118E0; 1.019E-1; -4.828E0; 9.687E-2
1.872E1; -2.235E0; 9.820E-2; -3.513E0; -1.103E-1
1.875E1; -2.313E0; 1.027E-1; -2.336E0; 1.346E-1
1.878E1; -2.358E0; 1.017E-1; -1.357E0; -2.897E-2
1.882E1; -2.369E0; 1.006E-1; -3.295E-1; -3.414E-2
1.885E1; -2.358E0; 9.947E-2; 3.452E-1; -3.351E-2
1.888E1; -2.317E0; 1.017E-1; 1.231E0; 6.698E-2
1.892E1; -2.240E0; 1.032E-1; 2.297E0; 4.500E-2
1.895E1; -2.125E0; 1.022E-1; 3.451E0; -3.010E-2
1.898E1; -1.978E0; 1.006E-1; 4.412E0; -4.822E-2
1.902E1; -1.799E0; 1.007E-1; 5.378E0; 4.320E-3
1.905E1; -1.589E0; 9.559E-2; 6.282E0; -1.542E-1
1.908E1; -1.361E0; 9.182E-2; 6.842E0; -1.133E-1
1.912E1; -1.117E0; 9.021E-2; 7.322E0; -4.836E-2
1.915E1; -8.547E-1; 7.621E-2; 7.873E0; -4.200E-1
1.918E1; -5.819E-1; 7.380E-2; 8.185E0; -7.222E-2
1.922E1; -3.020E-1; 7.350E-2; 8.397E0; -8.846E-3
1.925E1; -2.266E-2; 7.222E-2; 8.379E0; -3.836E-2
1.928E1; 2.584E-1; 6.250E-2; 8.431E0; -2.918E-1
1.932E1; 5.262E-1; 5.738E-2; 8.033E0; -1.535E-1
1.935E1; 7.867E-1; 5.556E-2; 7.817E0; -5.458E-2
1.938E1; 1.030E0; 5.794E-2; 7.286E0; 7.131E-2
1.942E1; 1.260E0; 6.151E-2; 6.903E0; 1.073E-1
1.945E1; 1.464E0; 4.902E-2; 6.137E0; -3.748E-1
1.948E1; 1.632E0; 5.162E-2; 5.028E0; 7.806E-2
1.952E1; 1.782E0; 5.824E-2; 4.499E0; 1.985E-1
1.955E1; 1.907E0; 5.098E-2; 3.743E0; -2.177E-1
1.958E1; 1.991E0; 5.116E-2; 2.542E0; 5.210E-3
1.962E1; 2.037E0; 4.668E-2; 1.369E0; -1.343E-1
1.965E1; 2.044E0; 5.307E-2; 2.245E-1; 1.915E-1
1.968E1; 2.017E0; 5.353E-2; -8.321E-1; 1.394E-2
1.972E1; 1.948E0; 5.700E-2; -2.048E0; 1.040E-1
1.975E1; 1.845E0; 5.706E-2; -3.099E0; 1.945E-3
1.978E1; 1.712E0; 5.537E-2; -4.005E0; -5.067E-2
1.982E1; 1.549E0; 5.524E-2; -4.886E0; -3.908E-3
1.985E1; 1.367E0; 5.266E-2; -5.445E0; -7.732E-2
1.988E1; 1.157E0; 5.993E-2; -6.295E0; 2.179E-1
1.992E1; 9.255E-1; 6.663E-2; -6.960E0; 2.012E-1
1.995E1; 6.752E-1; 6.550E-2; -7.507E0; -3.397E-2
1.998E1; 4.142E-1; 7.108E-2; -7.831E0; 1.674E-1
2.002E1; 1.451E-1; 7.554E-2; -8.074E0; 1.337E-1
2.005E1; -1.298E-1; 8.274E-2; -8.246E0; 2.160E-1
2.008E1; -4.035E-1; 7.763E-2; -8.210E0; -1.532E-1
2.012E1; -6.711E-1; 7.846E-2; -8.030E0; 2.494E-2
2.015E1; -9.308E-1; 8.164E-2; -7.791E0; 9.521E-2
2.018E1; -1.181E0; 9.112E-2; -7.510E0; 2.845E-1
2.022E1; -1.408E0; 9.324E-2; -6.815E0; 6.376E-2
2.025E1; -1.616E0; 9.853E-2; -6.245E0; 1.586E-1
2.028E1; -1.804E0; 9.698E-2; -5.617E0; -4.645E-2
2.032E1; -1.957E0; 9.708E-2; -4.371E0; 2.786E-3
2.035E1; -2.076E0; 9.460E-2; -3.568E0; -7.422E-2
2.038E1; -2.165E0; 9.638E-2; -2.677E0; 5.320E-2
2.042E1; -2.217E0; 9.508E-2; -1.560E0; -3.898E-2
2.045E1; -2.222E0; 9.566E-2; -1.647E-1; 1.744E-2
2.048E1; -2.183E0; 9.265E-2; 1.191E0; -9.029E-2
2.052E1; -2.104E0; 9.427E-2; 2.369E0; 4.875E-2
2.055E1; -1.999E0; 9.856E-2; 3.148E0; 1.286E-1
2.058E1; -1.855E0; 9.601E-2; 4.299E0; -7.650E-2
2.062E1; -1.684E0; 9.397E-2; 5.141E0; -6.106E-2
2.065E1; -1.491E0; 9.100E-2; 5.800E0; -8.928E-2
2.068E1; -1.273E0; 9.001E-2; 6.527E0; -2.977E-2
2.072E1; -1.039E0; 8.451E-2; 7.024E0; -1.648E-1
2.075E1; -7.911E-1; 8.106E-2; 7.439E0; -1.037E-1
2.078E1; -5.325E-1; 7.828E-2; 7.759E0; -8.320E-2
2.082E1; -2.712E-1; 7.302E-2; 7.839E0; -1.578E-1
2.085E1; -8.412E-3; 6.964E-2; 7.883E0; -1.014E-1
2.088E1; 2.542E-1; 6.068E-2; 7.879E0; -2.689E-1
2.092E1; 5.065E-1; 6.132E-2; 7.569E0; 1.916E-2
2.095E1; 7.498E-1; 5.769E-2; 7.297E0; -1.087E-1
2.098E1; 9.812E-1; 5.837E-2; 6.944E0; 2.028E-2
2.102E1; 1.193E0; 5.697E-2; 6.368E0; -4.201E-2
2.105E1; 1.380E0; 4.757E-2; 5.598E0; -2.819E-1
2.108E1; 1.542E0; 5.008E-2; 4.849E0; 7.508E-2
2.112E1; 1.677E0; 5.418E-2; 4.068E0; 1.232E-1
2.115E1; 1.785E0; 5.267E-2; 3.229E0; -4.545E-2
2.118E1; 1.869E0; 5.584E-2; 2.512E0; 9.533E-2
2.122E1; 1.925E0; 4.991E-2; 1.674E0; -1.781E-1
2.125E1; 1.938E0; 5.379E-2; 3.928E-1; 1.164E-1
2.128E1; 1.914E0; 5.637E-2; -7.213E-1; 7.741E-2
2.132E1; 1.839E0; 5.926E-2; -2.222E0; 8.679E-2
2.135E1; 1.746E0; 5.556E-2; -2.793E0; -1.111E-1
2.138E1; 1.634E0; 5.660E-2; -3.375E0; 3.125E-2
2.142E1; 1.499E0; 6.298E-2; -4.053E0; 1.914E-1
2.145E1; 1.327E0; 6.639E-2; -5.147E0; 1.025E-1
2.148E1; 1.132E0; 7.285E-2; -5.850E0; 1.938E-1
2.152E1; 9.174E-1; 7.085E-2; -6.445E0; -5.992E-2
2.155E1; 6.905E-1; 7.065E-2; -6.807E0; -6.106E-3
2.158E1; 4.447E-1; 8.459E-2; -7.373E0; 4.183E-1
2.162E1; 1.957E-1; 8.469E-2; -7.470E0; 2.785E-3
2.165E1; -6.179E-2; 8.598E-2; -7.726E0; 3.885E-2
2.168E1; -3.231E-1; 8.744E-2; -7.840E0; 4.370E-2
2.172E1; -5.759E-1; 9.006E-2; -7.585E0; 7.863E-2
2.175E1; -8.237E-1; 9.159E-2; -7.433E0; 4.598E-2
2.178E1; -1.061E0; 9.964E-2; -7.107E0; 2.413E-1
2.182E1; -1.280E0; 9.805E-2; -6.578E0; -4.753E-2
2.185E1; -1.484E0; 1.022E-1; -6.121E0; 1.255E-1
2.188E1; -1.665E0; 1.039E-1; -5.437E0; 5.052E-2
2.192E1; -1.816E0; 1.071E-1; -4.527E0; 9.653E-2
2.195E1; -1.940E0; 9.971E-2; -3.719E0; -2.226E-1
2.198E1; -2.029E0; 9.927E-2; -2.684E0; -1.322E-2
2.202E1; -2.077E0; 1.007E-1; -1.441E0; 4.182E-2
2.205E1; -2.097E0; 1.011E-1; -5.789E-1; 1.240E-2
2.208E1; -2.078E0; 1.001E-1; 5.564E-1; -2.847E-2
2.212E1; -2.030E0; 1.019E-1; 1.461E0; 5.274E-2
2.215E1; -1.943E0; 1.018E-1; 2.601E0; -3.563E-3
2.218E1; -1.829E0; 9.946E-2; 3.426E0; -6.926E-2
2.222E1; -1.676E0; 9.947E-2; 4.582E0; 1.906E-4
2.225E1; -1.505E0; 9.973E-2; 5.136E0; 7.765E-3
2.228E1; -1.310E0; 9.809E-2; 5.834E0; -4.918E-2
2.232E1; -1.101E0; 9.913E-2; 6.288E0; 3.140E-2
2.235E1; -8.721E-1; 8.223E-2; 6.855E0; -5.070E-1
2.238E1; -6.351E-1; 8.953E-2; 7.111E0; 2.187E-1
2.242E1; -3.894E-1; 7.793E-2; 7.372E0; -3.480E-1
2.245E1; -1.433E-1; 7.647E-2; 7.381E0; -4.372E-2
2.248E1; 1.021E-1; 7.732E-2; 7.363E0; 2.551E-2
2.252E1; 3.449E-1; 7.336E-2; 7.284E0; -1.189E-1
2.255E1; 5.775E-1; 6.789E-2; 6.978E0; -1.640E-1
2.258E1; 8.005E-1; 5.871E-2; 6.371E0; -2.624E-1
2.262E1; 1.004E0; 6.064E-2; 6.103E0; 5.783E-2
2.265E1; 1.193E0; 6.261E-2; 5.669E0; 5.919E-2
2.268E1; 1.357E0; 5.659E-2; 4.935E0; -1.806E-1
2.272E1; 1.495E0; 5.374E-2; 4.125E0; -8.547E-2
2.275E1; 1.603E0; 5.372E-2; 3.254E0; -6.980E-4
2.278E1; 1.686E0; 5.342E-2; 2.475E0; -8.936E-3
2.282E1; 1.744E0; 5.029E-2; 1.731E0; -9.382E-2
2.285E1; 1.777E0; 4.869E-2; 1.002E0; -4.798E-2
2.288E1; 1.781E0; 5.013E-2; 1.363E-1; 4.317E-2
2.292E1; 1.757E0; 5.244E-2; -7.390E-1; 6.929E-2
2.295E1; 1.709E0; 5.248E-2; -1.427E0; 1.130E-3
2.298E1; 1.643E0; 4.867E-2; -1.990E0; -1.143E-1
2.302E1; 1.543E0; 5.150E-2; -2.996E0; 8.516E-2
2.305E1; 1.418E0; 5.322E-2; -3.759E0; 5.135E-2
2.308E1; 1.272E0; 6.282E-2; -4.372E0; 2.881E-1
2.312E1; 1.099E0; 6.823E-2; -5.202E0; 1.622E-1
2.315E1; 9.047E-1; 6.752E-2; -5.817E0; -2.124E-2
2.318E1; 6.928E-1; 7.287E-2; -6.356E0; 1.606E-1
2.322E1; 4.698E-1; 8.217E-2; -6.690E0; 2.789E-1
2.325E1; 2.346E-1; 8.974E-2; -7.056E0; 2.272E-1
2.328E1; -1.065E-2; 8.940E-2; -7.358E0; -1.023E-2
2.332E1; -2.470E-1; 8.910E-2; -7.090E0; -8.892E-3
2.335E1; -4.873E-1; 8.800E-2; -7.210E0; -3.300E-2
2.338E1; -7.178E-1; 8.949E-2; -6.915E0; 4.464E-2
2.342E1; -9.376E-1; 9.316E-2; -6.594E0; 1.100E-1
2.345E1; -1.154E0; 9.698E-2; -6.495E0; 1.146E-1
2.348E1; -1.344E0; 9.735E-2; -5.691E0; 1.118E-2
2.352E1; -1.517E0; 1.010E-1; -5.188E0; 1.097E-1
2.355E1; -1.666E0; 1.015E-1; -4.469E0; 1.574E-2
2.358E1; -1.796E0; 9.992E-2; -3.896E0; -4.838E-2
2.362E1; -1.889E0; 1.019E-1; -2.796E0; 5.962E-2
2.365E1; -1.946E0; 1.010E-1; -1.704E0; -2.723E-2
2.368E1; -1.968E0; 1.027E-1; -6.842E-1; 5.195E-2
2.372E1; -1.952E0; 1.007E-1; 4.917E-1; -6.088E-2
2.375E1; -1.904E0; 1.051E-1; 1.453E0; 1.333E-1
2.378E1; -1.822E0; 1.099E-1; 2.438E0; 1.437E-1
2.382E1; -1.698E0; 1.073E-1; 3.735E0; -7.854E-2
2.385E1; -1.559E0; 1.037E-1; 4.160E0; -1.100E-1
2.388E1; -1.395E0; 1.032E-1; 4.916E0; -1.332E-2
2.392E1; -1.216E0; 1.022E-1; 5.361E0; -2.983E-2
2.395E1; -1.017E0; 9.896E-2; 5.983E0; -9.781E-2
2.398E1; -8.064E-1; 9.496E-2; 6.320E0; -1.200E-1
2.402E1; -5.825E-1; 9.290E-2; 6.716E0; -6.157E-2
2.405E1; -3.567E-1; 9.324E-2; 6.775E0; 1.013E-2
2.408E1; -1.279E-1; 9.209E-2; 6.863E0; -3.453E-2
2.412E1; 1.048E-1; 8.961E-2; 6.980E0; -7.441E-2
2.415E1; 3.284E-1; 7.742E-2; 6.708E0; -3.658E-1
2.418E1; 5.472E-1; 7.477E-2; 6.565E0; -7.936E-2
2.422E1; 7.515E-1; 7.000E-2; 6.130E0; -1.432E-1
2.425E1; 9.420E-1; 6.792E-2; 5.715E0; -6.222E-2
2.428E1; 1.116E0; 6.869E-2; 5.221E0; 2.310E-2
2.432E1; 1.270E0; 6.350E-2; 4.632E0; -1.559E-1
2.435E1; 1.395E0; 5.693E-2; 3.734E0; -1.970E-1
2.438E1; 1.493E0; 5.836E-2; 2.954E0; 4.285E-2
2.442E1; 1.565E0; 5.106E-2; 2.157E0; -2.188E-1
2.445E1; 1.611E0; 5.253E-2; 1.366E0; 4.400E-2
2.448E1; 1.632E0; 5.769E-2; 6.369E-1; 1.549E-1
2.452E1; 1.619E0; 5.750E-2; -3.761E-1; -5.918E-3
2.455E1; 1.593E0; 5.741E-2; -7.947E-1; -2.715E-3
2.458E1; 1.529E0; 6.195E-2; -1.912E0; 1.364E-1
2.462E1; 1.445E0; 6.120E-2; -2.516E0; -2.249E-2
2.465E1; 1.334E0; 6.094E-2; -3.341E0; -7.869E-3
2.468E1; 1.195E0; 6.565E-2; -4.166E0; 1.415E-1
2.472E1; 1.032E0; 7.068E-2; -4.905E0; 1.507E-1
2.475E1; 8.517E-1; 6.405E-2; -5.401E0; -1.987E-1
2.478E1; 6.582E-1; 6.639E-2; -5.804E0; 7.004E-2
2.482E1; 4.485E-1; 7.569E-2; -6.290E0; 2.791E-1
2.485E1; 2.306E-1; 7.745E-2; -6.228E0; 5.034E-2
2.489E1; 7.467E-3; 8.765E-2; -6.693E0; 3.058E-1
2.492E1; -2.162E-1; 8.388E-2; -6.709E0; -1.129E-1
2.495E1; -4.370E-1; 8.824E-2; -6.626E0; 1.306E-1
2.499E1; -6.534E-1; 8.832E-2; -6.490E0; 2.496E-3
2.502E1; -8.642E-1; 9.340E-2; -6.325E0; 1.524E-1
2.505E1; -1.061E0; 9.354E-2; -5.900E0; 4.331E-3
2.509E1; -1.244E0; 9.467E-2; -5.492E0; 3.380E-2
2.512E1; -1.407E0; 9.753E-2; -4.884E0; 8.589E-2
2.515E1; -1.552E0; 1.000E-1; -4.350E0; 7.400E-2
2.519E1; -1.669E0; 9.665E-2; -3.511E0; -1.003E-1
2.522E1; -1.764E0; 1.017E-1; -2.858E0; 1.528E-1
2.525E1; -1.829E0; 1.056E-1; -1.962E0; 1.162E-1
2.529E1; -1.862E0; 1.047E-1; -9.740E-1; -2.904E-2
2.532E1; -1.842E0; 1.042E-1; 6.027E-1; -1.212E-2
2.535E1; -1.783E0; 1.048E-1; 1.778E0; 1.739E-2
2.539E1; -1.696E0; 1.041E-1; 2.593E0; -2.169E-2
2.542E1; -1.583E0; 1.012E-1; 3.381E0; -8.692E-2
2.545E1; -1.457E0; 1.048E-1; 3.808E0; 1.074E-1
2.549E1; -1.301E0; 1.000E-1; 4.669E0; -1.430E-1
2.552E1; -1.134E0; 9.789E-2; 5.005E0; -6.389E-2
2.555E1; -9.481E-1; 9.415E-2; 5.578E0; -1.121E-1
2.559E1; -7.510E-1; 9.253E-2; 5.915E0; -4.873E-2
2.562E1; -5.443E-1; 8.851E-2; 6.199E0; -1.206E-1
2.565E1; -3.328E-1; 9.149E-2; 6.344E0; 8.955E-2
2.569E1; -1.211E-1; 8.979E-2; 6.353E0; -5.104E-2
2.572E1; 9.633E-2; 8.889E-2; 6.522E0; -2.691E-2
2.575E1; 3.078E-1; 8.331E-2; 6.345E0; -1.674E-1
2.579E1; 5.063E-1; 7.756E-2; 5.954E0; -1.726E-1
2.582E1; 6.977E-1; 7.163E-2; 5.742E0; -1.779E-1
2.585E1; 8.785E-1; 6.690E-2; 5.424E0; -1.420E-1
2.589E1; 1.034E0; 6.743E-2; 4.677E0; 1.590E-2
2.592E1; 1.179E0; 6.782E-2; 4.345E0; 1.172E-2
2.595E1; 1.296E0; 6.598E-2; 3.513E0; -5.498E-2
2.599E1; 1.385E0; 6.038E-2; 2.660E0; -1.680E-1
2.602E1; 1.445E0; 5.741E-2; 1.811E0; -8.922E-2
2.605E1; 1.481E0; 6.066E-2; 1.058E0; 9.750E-2
2.609E1; 1.499E0; 6.130E-2; 5.649E-1; 1.925E-2
2.612E1; 1.495E0; 6.130E-2; -1.447E-1; -5.511E-5
2.615E1; 1.464E0; 6.330E-2; -9.043E-1; 5.995E-2
2.619E1; 1.416E0; 6.304E-2; -1.461E0; -7.732E-3
2.622E1; 1.344E0; 6.459E-2; -2.151E0; 4.641E-2
2.625E1; 1.237E0; 6.624E-2; -3.206E0; 4.966E-2
2.629E1; 1.108E0; 6.762E-2; -3.866E0; 4.139E-2
2.632E1; 9.613E-1; 7.080E-2; -4.410E0; 9.530E-2
2.635E1; 7.990E-1; 6.419E-2; -4.869E0; -1.981E-1
2.639E1; 6.190E-1; 6.814E-2; -5.402E0; 1.185E-1
2.642E1; 4.287E-1; 8.214E-2; -5.706E0; 4.199E-1
2.645E1; 2.259E-1; 9.076E-2; -6.086E0; 2.585E-1
2.649E1; 1.824E-2; 8.176E-2; -6.229E0; -2.699E-1
2.652E1; -1.892E-1; 9.284E-2; -6.222E0; 3.323E-1
2.655E1; -3.980E-1; 9.324E-2; -6.265E0; 1.194E-2
2.659E1; -5.999E-1; 9.128E-2; -6.057E0; -5.870E-2
2.662E1; -7.799E-1; 8.514E-2; -5.400E0; -1.840E-1
2.665E1; -9.626E-1; 8.892E-2; -5.483E0; 1.132E-1
2.669E1; -1.144E0; 1.002E-1; -5.445E0; 3.384E-1
